diseaseId,diseaseName,is_leaf_term,is_therapeutic_area,targetEnsemblId,targetSymbol,score,uniprot,passed,reason,n_candidates_checked,best_pdb_id,best_chain,ligand,resolution,resolution_tier,r_free,modeled_residues,ligand_RSCC,ligand_RSR,organism_bacterial,chembl_target_ids,best_chembl_target_id,chembl_counts_all,activity_type,activity_records
MONDO_0005138,lung carcinoma,False,False,ENSG00000160867,FGFR4,0.617,P22455,True,,48.0,4UXQ,A,0LI,1.85,high,0.2681,286.0,0.919,0.075,False,CHEMBL2095217;CHEMBL3973;CHEMBL4804255;CHEMBL5291679,CHEMBL3973,CHEMBL2095217=289;CHEMBL3973=4779;CHEMBL4804255=0;CHEMBL5291679=0,IC50,4779.0
MONDO_0005138,lung carcinoma,False,False,ENSG00000228716,DHFR,0.6159,P00374,True,,87.0,1KMV,A,LII,1.05,high,0.1807,186.0,0.973,0.069,False,CHEMBL202,CHEMBL202,CHEMBL202=1590,IC50,1590.0
MONDO_0005138,lung carcinoma,False,False,ENSG00000197122,SRC,0.6146,P12931,True,,56.0,1O43,A,821,1.5,high,,106.0,,,False,CHEMBL2111336;CHEMBL2363074;CHEMBL267;CHEMBL3885535;CHEMBL4523733;CHEMBL4523978;CHEMBL4630728,CHEMBL267,CHEMBL2111336=0;CHEMBL2363074=5;CHEMBL267=6507;CHEMBL3885535=0;CHEMBL4523733=0;CHEMBL4523978=0;CHEMBL4630728=0,IC50,6507.0
MONDO_0005138,lung carcinoma,False,False,ENSG00000159131,GART,0.6059,P22102,True,,40.0,4ZZ1,A,GAR,1.351,high,0.1577,200.0,0.988,0.046,False,CHEMBL3430882;CHEMBL3885528;CHEMBL3972,CHEMBL3972,CHEMBL3430882=0;CHEMBL3885528=8;CHEMBL3972=128,IC50,128.0
MONDO_0005138,lung carcinoma,False,False,ENSG00000131747,TOP2A,0.5942,P11388,True,,11.0,1ZXN,B,ADP,2.51,fallback,0.281,1500.0,0.98,0.052,False,CHEMBL1806;CHEMBL2094255;CHEMBL4106174,CHEMBL1806,CHEMBL1806=831;CHEMBL2094255=267;CHEMBL4106174=0,IC50,831.0
MONDO_0005138,lung carcinoma,False,False,ENSG00000101868,POLA1,0.5931,P09884,True,,6.0,4QCL,E,DCP,2.2,high,0.239,889.0,0.953,0.076,False,CHEMBL1828;CHEMBL2363042,CHEMBL1828,CHEMBL1828=127;CHEMBL2363042=0,IC50,127.0
MONDO_0005138,lung carcinoma,False,False,ENSG00000102755,FLT1,0.5904,P17948,True,,8.0,5EX3,A,SAH,2.408,high,0.2227,435.0,0.97,0.068,False,CHEMBL1868;CHEMBL2095227;CHEMBL2111480;CHEMBL5482996,CHEMBL1868,CHEMBL1868=2548;CHEMBL2095227=243;CHEMBL2111480=0;CHEMBL5482996=10,IC50,2548.0
MONDO_0005138,lung carcinoma,False,False,ENSG00000051341,POLQ,0.5852,O75417,True,,15.0,5A9F,B,ADP,3.2,fallback,0.2731,780.0,0.973,0.08,False,CHEMBL6025,CHEMBL6025,CHEMBL6025=650,IC50,650.0
MONDO_0005138,lung carcinoma,False,False,ENSG00000183454,GRIN2A,0.5838,Q12879,True,,12.0,5H8F,B,GLY,1.81,high,0.2069,557.0,0.983,0.036,False,CHEMBL1907604;CHEMBL1972;CHEMBL2094124;CHEMBL5483086,CHEMBL2094124,CHEMBL1907604=278;CHEMBL1972=88;CHEMBL2094124=617;CHEMBL5483086=1,IC50,617.0
MONDO_0005138,lung carcinoma,False,False,ENSG00000141867,BRD4,0.5723,O60885,True,,150.0,7Z9Y,AAA,PYZ,1.04,high,0.208,129.0,0.965,0.19,False,CHEMBL1163125;CHEMBL4106143;CHEMBL4296133;CHEMBL4296138;CHEMBL4296140;CHEMBL4296145;CHEMBL4296148;CHEMBL4296614;CHEMBL4523719;CHEMBL4523722;CHEMBL5291944;CHEMBL5291964;CHEMBL5465397;CHEMBL5465399;CHEMBL6066147;CHEMBL6066148;CHEMBL6066149;CHEMBL6193809;CHEMBL6193818;CHEMBL6193832;CHEMBL6193834;CHEMBL6195599;CHEMBL6195609,CHEMBL1163125,CHEMBL1163125=19601;CHEMBL4106143=0;CHEMBL4296133=0;CHEMBL4296138=6;CHEMBL4296140=1;CHEMBL4296145=37;CHEMBL4296148=6;CHEMBL4296614=0;CHEMBL4523719=0;CHEMBL4523722=0;CHEMBL5291944=0;CHEMBL5291964=0;CHEMBL5465397=24;CHEMBL5465399=0;CHEMBL6066147=0;CHEMBL6066148=0;CHEMBL6066149=0;CHEMBL6193809=0;CHEMBL6193818=0;CHEMBL6193832=0;CHEMBL6193834=0;CHEMBL6195599=0;CHEMBL6195609=0,IC50,19601.0
MONDO_0005138,lung carcinoma,False,False,ENSG00000168610,STAT3,0.5681,P40763,True,,3.0,6NJS,A,KQV,2.7,fallback,0.256,523.0,0.942,0.084,False,CHEMBL4026;CHEMBL4296101;CHEMBL4523691;CHEMBL5482983,CHEMBL4026,CHEMBL4026=1829;CHEMBL4296101=1;CHEMBL4523691=0;CHEMBL5482983=0,IC50,1829.0
MONDO_0005138,lung carcinoma,False,False,ENSG00000157404,KIT,0.5518,P10721,True,,57.0,8S14,A,B49,1.5,high,0.2143,302.0,0.855,0.152,False,CHEMBL1936;CHEMBL2111428;CHEMBL4523731;CHEMBL4630731,CHEMBL1936,CHEMBL1936=4485;CHEMBL2111428=0;CHEMBL4523731=0;CHEMBL4630731=0,IC50,4485.0
MONDO_0005138,lung carcinoma,False,False,ENSG00000105221,AKT2,0.5506,P31751,True,,13.0,2JDO,A,I5S,1.8,high,0.21,325.0,0.933,0.101,False,CHEMBL2111353;CHEMBL2431;CHEMBL4106175;CHEMBL5169082;CHEMBL6177912;CHEMBL6177913,CHEMBL2431,CHEMBL2111353=156;CHEMBL2431=1710;CHEMBL4106175=0;CHEMBL5169082=0;CHEMBL6177912=0;CHEMBL6177913=0,IC50,1710.0
MONDO_0005138,lung carcinoma,False,False,ENSG00000213281,NRAS,0.5503,P01111,True,,27.0,9BG8,B,GNP,1.2,high,0.1858,666.0,0.993,0.034,False,CHEMBL2079845;CHEMBL4524006;CHEMBL6193817;CHEMBL6195563,CHEMBL2079845,CHEMBL2079845=416;CHEMBL4524006=4;CHEMBL6193817=0;CHEMBL6195563=0,IC50,416.0
MONDO_0005138,lung carcinoma,False,False,ENSG00000162434,JAK1,0.55,P23458,True,,47.0,10PI,A,A1C68,1.54,high,0.2119,576.0,0.921,0.083,False,CHEMBL2363062;CHEMBL2835;CHEMBL3038491;CHEMBL3038492;CHEMBL3301390;CHEMBL3301391;CHEMBL4630751;CHEMBL4742275;CHEMBL5291972,CHEMBL2835,CHEMBL2363062=144;CHEMBL2835=15034;CHEMBL3038491=320;CHEMBL3038492=91;CHEMBL3301390=39;CHEMBL3301391=225;CHEMBL4630751=0;CHEMBL4742275=0;CHEMBL5291972=1,IC50,15034.0
MONDO_0005138,lung carcinoma,False,False,ENSG00000081237,PTPRC,0.5475,P08575,True,,3.0,5FN7,B,NAG,2.3,high,0.2385,343.0,0.835,0.163,False,CHEMBL3243;CHEMBL6066037,CHEMBL3243,CHEMBL3243=1268;CHEMBL6066037=0,IC50,1268.0
MONDO_0005138,lung carcinoma,False,False,ENSG00000165025,SYK,0.5469,P43405,True,,86.0,1XBB,A,STI,1.57,high,0.221,268.0,0.948,0.058,False,CHEMBL2599,CHEMBL2599,CHEMBL2599=7656,IC50,7656.0
MONDO_0005138,lung carcinoma,False,False,ENSG00000168769,TET2,0.5404,Q6N021,True,,6.0,5DEU,A,MES,1.801,high,0.212,436.0,0.922,0.127,False,CHEMBL4523344,CHEMBL4523344,CHEMBL4523344=117,IC50,117.0
MONDO_0005138,lung carcinoma,False,False,ENSG00000109685,NSD2,0.5379,O96028,True,,17.0,9GBF,B,EPE,1.76,high,0.2281,171.0,0.95,0.055,False,CHEMBL3108645;CHEMBL5169064;CHEMBL6066047,CHEMBL3108645,CHEMBL3108645=684;CHEMBL5169064=0;CHEMBL6066047=0,IC50,684.0
MONDO_0005138,lung carcinoma,False,False,ENSG00000145675,PIK3R1,0.5362,P27986,True,,65.0,4JPS,A,1LT,2.2,high,0.2278,1226.0,0.963,0.064,False,CHEMBL2111367;CHEMBL2111432;CHEMBL2506;CHEMBL3038510;CHEMBL3559703;CHEMBL4296106,CHEMBL2111367,CHEMBL2111367=1539;CHEMBL2111432=1453;CHEMBL2506=334;CHEMBL3038510=772;CHEMBL3559703=429;CHEMBL4296106=1,IC50,1539.0
MONDO_0005138,lung carcinoma,False,False,ENSG00000073614,KDM5A,0.5353,P29375,True,,41.0,5IVB,A,AKG,1.389,high,0.2142,293.0,0.953,0.066,False,CHEMBL2424504;CHEMBL4296073;CHEMBL6066054;CHEMBL6193826,CHEMBL2424504,CHEMBL2424504=2494;CHEMBL4296073=86;CHEMBL6066054=0;CHEMBL6193826=0,IC50,2494.0
MONDO_0005138,lung carcinoma,False,False,ENSG00000143322,ABL2,0.5332,P42684,True,,5.0,3HMI,A,DKI,1.65,high,0.23394,268.0,0.966,0.057,False,CHEMBL2111414;CHEMBL4014;CHEMBL4523736,CHEMBL2111414,CHEMBL2111414=148;CHEMBL4014=105;CHEMBL4523736=0,IC50,148.0
MONDO_0005138,lung carcinoma,False,False,ENSG00000122025,FLT3,0.5325,P36888,True,,7.0,6JQR,A,CXS,2.2,high,0.213,301.0,0.928,0.182,False,CHEMBL1974;CHEMBL3430908;CHEMBL4523735;CHEMBL4630730,CHEMBL1974,CHEMBL1974=7523;CHEMBL3430908=1;CHEMBL4523735=0;CHEMBL4630730=1,IC50,7523.0
MONDO_0005138,lung carcinoma,False,False,ENSG00000169083,AR,0.5322,P10275,True,,94.0,7ZTZ,A,DHT,1.4,high,0.2196,243.0,0.958,0.077,False,CHEMBL1871;CHEMBL4296118;CHEMBL4523653;CHEMBL4523684;CHEMBL4523730;CHEMBL5169084;CHEMBL6193822,CHEMBL1871,CHEMBL1871=4664;CHEMBL4296118=0;CHEMBL4523653=1;CHEMBL4523684=0;CHEMBL4523730=0;CHEMBL5169084=0;CHEMBL6193822=0,IC50,4664.0
MONDO_0005138,lung carcinoma,False,False,ENSG00000122779,TRIM24,0.532,O15164,True,,20.0,3O34,B,BTN,1.9,high,0.241,189.0,0.74,0.159,False,CHEMBL3108638;CHEMBL5291690,CHEMBL3108638,CHEMBL3108638=261;CHEMBL5291690=2,IC50,261.0
MONDO_0005138,lung carcinoma,False,False,ENSG00000113916,BCL6,0.53,P41182,True,,150.0,5X4M,A,7ZF,1.65,high,0.20568,131.0,0.696,0.145,False,CHEMBL4105786;CHEMBL4106125;CHEMBL4523673;CHEMBL4523692;CHEMBL4523746;CHEMBL6195567,CHEMBL4105786,CHEMBL4105786=639;CHEMBL4106125=22;CHEMBL4523673=40;CHEMBL4523692=0;CHEMBL4523746=0;CHEMBL6195567=0,IC50,639.0
MONDO_0005138,lung carcinoma,False,False,ENSG00000127329,PTPRB,0.5296,P23467,True,,13.0,2H03,A,3UN,1.65,high,0.217,288.0,0.988,0.063,False,CHEMBL2706,CHEMBL2706,CHEMBL2706=605,IC50,605.0
MONDO_0005138,lung carcinoma,False,False,ENSG00000083168,KAT6A,0.529,Q92794,True,,19.0,2OZU,B,ACM,2.3,high,0.24502,254.0,0.849,0.099,False,CHEMBL3774298,CHEMBL3774298,CHEMBL3774298=950,IC50,950.0
MONDO_0005138,lung carcinoma,False,False,ENSG00000196498,NCOR2,0.5254,Q9Y618,True,,27.0,2GPV,F,OHT,2.85,fallback,0.279,1331.0,0.924,0.094,False,CHEMBL2096976;CHEMBL2111363;CHEMBL3885590;CHEMBL3885591;CHEMBL4523673;CHEMBL5949,CHEMBL2111363,CHEMBL2096976=239;CHEMBL2111363=678;CHEMBL3885590=6;CHEMBL3885591=6;CHEMBL4523673=40;CHEMBL5949=0,IC50,678.0
MONDO_0005138,lung carcinoma,False,False,ENSG00000104365,IKBKB,0.5254,O14920,True,,1.0,4KIK,A,KSA,2.83,fallback,0.2365,1269.0,0.964,0.07,False,CHEMBL1991;CHEMBL2111328;CHEMBL3883298;CHEMBL4523969,CHEMBL1991,CHEMBL1991=2336;CHEMBL2111328=69;CHEMBL3883298=11;CHEMBL4523969=0,IC50,2336.0
MONDO_0005138,lung carcinoma,False,False,ENSG00000135503,ACVR1B,0.5192,P36896,True,,2.0,7MRZ,C,NAG,3.0,fallback,0.3271,722.0,0.805,0.147,False,CHEMBL5310,CHEMBL5310,CHEMBL5310=322,IC50,322.0
MONDO_0005138,lung carcinoma,False,False,ENSG00000097007,ABL1,0.5154,P00519,True,,69.0,7PVS,A,PGE,1.05,high,0.1843,117.0,0.942,0.084,False,CHEMBL1862;CHEMBL2096618;CHEMBL2111414;CHEMBL3885630;CHEMBL3885645;CHEMBL4296119;CHEMBL4296120;CHEMBL4296137;CHEMBL4523725;CHEMBL4523750;CHEMBL4523751;CHEMBL6193840;CHEMBL6193843,CHEMBL1862,CHEMBL1862=5295;CHEMBL2096618=1019;CHEMBL2111414=148;CHEMBL3885630=230;CHEMBL3885645=0;CHEMBL4296119=0;CHEMBL4296120=0;CHEMBL4296137=0;CHEMBL4523725=0;CHEMBL4523750=0;CHEMBL4523751=0;CHEMBL6193840=0;CHEMBL6193843=0,IC50,5295.0
MONDO_0005138,lung carcinoma,False,False,ENSG00000132155,RAF1,0.5127,P04049,True,,53.0,3IQV,A,FSC,1.2,high,0.15322,242.0,0.967,0.065,False,CHEMBL1906;CHEMBL2111351;CHEMBL3559685;CHEMBL3883317;CHEMBL3885566;CHEMBL4106189;CHEMBL5291962;CHEMBL5291977,CHEMBL1906,CHEMBL1906=5570;CHEMBL2111351=139;CHEMBL3559685=2;CHEMBL3883317=0;CHEMBL3885566=2;CHEMBL4106189=0;CHEMBL5291962=0;CHEMBL5291977=26,IC50,5570.0
MONDO_0005138,lung carcinoma,False,False,ENSG00000126934,MAP2K2,0.5052,P36507,True,,2.0,1S9I,A,ATP,3.2,fallback,0.36374,594.0,0.945,0.102,False,CHEMBL2111289;CHEMBL2964;CHEMBL4523690;CHEMBL4523734;CHEMBL4523755;CHEMBL4742286,CHEMBL2111289,CHEMBL2111289=187;CHEMBL2964=73;CHEMBL4523690=0;CHEMBL4523734=0;CHEMBL4523755=0;CHEMBL4742286=0,IC50,187.0
MONDO_0005138,lung carcinoma,False,False,ENSG00000110092,CCND1,0.5032,P24385,True,,4.0,9CSK,D,A1AZ4,2.253,high,0.2701,1038.0,0.986,0.037,False,CHEMBL1907601;CHEMBL2095942;CHEMBL2111455;CHEMBL3610;CHEMBL3885551;CHEMBL3885552;CHEMBL4523688;CHEMBL5483183;CHEMBL6195584;CHEMBL6195586,CHEMBL1907601,CHEMBL1907601=2204;CHEMBL2095942=165;CHEMBL2111455=338;CHEMBL3610=0;CHEMBL3885551=4;CHEMBL3885552=9;CHEMBL4523688=0;CHEMBL5483183=0;CHEMBL6195584=0;CHEMBL6195586=0,IC50,2204.0
MONDO_0005138,lung carcinoma,False,False,ENSG00000100030,MAPK1,0.5024,P28482,True,,150.0,6SLG,A,LHZ,1.33,high,0.228,337.0,0.807,0.125,False,CHEMBL1907606;CHEMBL3885566;CHEMBL4040;CHEMBL6066552;CHEMBL6195573,CHEMBL4040,CHEMBL1907606=202;CHEMBL3885566=2;CHEMBL4040=9109;CHEMBL6066552=58;CHEMBL6195573=0,IC50,9109.0
MONDO_0005138,lung carcinoma,False,False,ENSG00000121853,GHSR,0.5022,Q92847,True,,2.0,7F83,B,1KQ,2.94,fallback,0.265,785.0,0.935,0.106,False,CHEMBL4616,CHEMBL4616,CHEMBL4616=1440,IC50,1440.0
MONDO_0005138,lung carcinoma,False,False,ENSG00000091831,ESR1,0.5019,P03372,True,,150.0,7NFB,A,GEN,1.33,high,0.1781,507.0,0.987,0.035,False,CHEMBL206;CHEMBL2093866;CHEMBL3885521;CHEMBL4523681;CHEMBL4523713;CHEMBL4523721;CHEMBL4523726;CHEMBL4523754;CHEMBL6193788,CHEMBL206,CHEMBL206=7699;CHEMBL2093866=603;CHEMBL3885521=0;CHEMBL4523681=12;CHEMBL4523713=0;CHEMBL4523721=0;CHEMBL4523726=5;CHEMBL4523754=0;CHEMBL6193788=0,IC50,7699.0
MONDO_0005138,lung carcinoma,False,False,ENSG00000186350,RXRA,0.5,P19793,True,,106.0,7A77,A,PLM,1.5,high,0.1799,237.0,0.931,0.106,False,CHEMBL2061;CHEMBL2111394;CHEMBL2363070;CHEMBL2363071;CHEMBL3430878;CHEMBL3430879;CHEMBL3430883;CHEMBL3885613;CHEMBL3885631;CHEMBL3885632;CHEMBL3885633,CHEMBL2061,CHEMBL2061=925;CHEMBL2111394=4;CHEMBL2363070=3;CHEMBL2363071=0;CHEMBL3430878=0;CHEMBL3430879=0;CHEMBL3430883=0;CHEMBL3885613=0;CHEMBL3885631=0;CHEMBL3885632=0;CHEMBL3885633=0,IC50,925.0
MONDO_0005138,lung carcinoma,False,False,ENSG00000171791,BCL2,0.5,P10415,True,,43.0,6GL8,A,F3Q,1.4,high,0.19439,144.0,0.941,0.076,False,CHEMBL3885513;CHEMBL3885516;CHEMBL4523685;CHEMBL4748224;CHEMBL4860;CHEMBL5169264;CHEMBL5169265;CHEMBL5169266;CHEMBL6066579,CHEMBL4860,CHEMBL3885513=1;CHEMBL3885516=4;CHEMBL4523685=0;CHEMBL4748224=0;CHEMBL4860=3106;CHEMBL5169264=33;CHEMBL5169265=3;CHEMBL5169266=285;CHEMBL6066579=53,IC50,3106.0
MONDO_0005497,bone development disease,False,False,ENSG00000066468,FGFR2,0.9202,P21802,True,,53.0,2PVF,A,ACP,1.8,high,0.2652,292.0,0.939,0.089,False,CHEMBL2095217;CHEMBL2111434;CHEMBL4142;CHEMBL4802036;CHEMBL5291678;CHEMBL6066126,CHEMBL4142,CHEMBL2095217=289;CHEMBL2111434=0;CHEMBL4142=4796;CHEMBL4802036=0;CHEMBL5291678=0;CHEMBL6066126=0,IC50,4796.0
MONDO_0005497,bone development disease,False,False,ENSG00000068078,FGFR3,0.9131,P22607,True,,12.0,6PNX,B,ACP,2.199,high,0.2299,585.0,0.779,0.148,False,CHEMBL2095217;CHEMBL2742;CHEMBL5291680,CHEMBL2742,CHEMBL2095217=289;CHEMBL2742=6340;CHEMBL5291680=0,IC50,6340.0
MONDO_0005497,bone development disease,False,False,ENSG00000077782,FGFR1,0.8788,P11362,True,,74.0,5EW8,A,5SF,1.63,high,0.2059,581.0,0.935,0.083,False,CHEMBL2095217;CHEMBL2111439;CHEMBL3650;CHEMBL5291677;CHEMBL5291688,CHEMBL3650,CHEMBL2095217=289;CHEMBL2111439=0;CHEMBL3650=9154;CHEMBL5291677=0;CHEMBL5291688=0,IC50,9154.0
MONDO_0005497,bone development disease,False,False,ENSG00000111199,TRPV4,0.8561,Q9HBA0,True,,2.0,4DX2,A,BGC,2.95,fallback,0.2204,492.0,0.949,0.077,False,CHEMBL3119,CHEMBL3119,CHEMBL3119=698,IC50,698.0
MONDO_0005497,bone development disease,False,False,ENSG00000143387,CTSK,0.8408,P43235,True,,65.0,6QLM,B,MHA,1.5,high,0.142,432.0,0.967,0.055,False,CHEMBL2111361;CHEMBL2111368;CHEMBL2111380;CHEMBL2111396;CHEMBL2111441;CHEMBL268,CHEMBL268,CHEMBL2111361=0;CHEMBL2111368=0;CHEMBL2111380=0;CHEMBL2111396=0;CHEMBL2111441=0;CHEMBL268=2330,IC50,2330.0
MONDO_0005497,bone development disease,False,False,ENSG00000172071,EIF2AK3,0.8244,Q9NZJ5,True,,14.0,4X7K,A,TLA,1.8,high,0.1957,260.0,0.954,0.066,False,CHEMBL6030,CHEMBL6030,CHEMBL6030=350,IC50,350.0
MONDO_0005497,bone development disease,False,False,ENSG00000148400,NOTCH1,0.8119,P46531,True,,17.0,5L0R,A,UDP,1.5,high,0.1707,396.0,0.99,0.036,False,CHEMBL2146346;CHEMBL4524007,CHEMBL2146346,CHEMBL2146346=128;CHEMBL4524007=2,IC50,128.0
MONDO_0005497,bone development disease,False,False,ENSG00000137745,MMP13,0.8109,P45452,True,,46.0,830C,A,RS1,1.6,high,0.266,330.0,,,False,CHEMBL2095216;CHEMBL2111422;CHEMBL280;CHEMBL4523970,CHEMBL280,CHEMBL2095216=16;CHEMBL2111422=0;CHEMBL280=3682;CHEMBL4523970=0,IC50,3682.0
MONDO_0005497,bone development disease,False,False,ENSG00000083168,KAT6A,0.7913,Q92794,True,,19.0,2OZU,B,ACM,2.3,high,0.24502,254.0,0.849,0.099,False,CHEMBL3774298,CHEMBL3774298,CHEMBL3774298=950,IC50,950.0
MONDO_0005497,bone development disease,False,False,ENSG00000138696,BMPR1B,0.7583,O00238,True,,1.0,3MDY,A,LDN,2.05,high,0.2548,858.0,0.962,0.056,False,CHEMBL5476,CHEMBL5476,CHEMBL5476=488,IC50,488.0
MONDO_0005497,bone development disease,False,False,ENSG00000128602,SMO,0.7443,Q99835,True,,10.0,4JKV,A,PGE,2.45,high,0.2314,904.0,0.965,0.063,False,CHEMBL5971,CHEMBL5971,CHEMBL5971=1059,IC50,1059.0
MONDO_0005497,bone development disease,False,False,ENSG00000091436,MAP3K20,0.7437,Q9NYL2,True,,6.0,5HES,A,032,2.14,high,0.226,566.0,0.951,0.137,False,CHEMBL3886,CHEMBL3886,CHEMBL3886=122,IC50,122.0
MONDO_0005497,bone development disease,False,False,ENSG00000091831,ESR1,0.7155,P03372,True,,150.0,7NFB,A,GEN,1.33,high,0.1781,507.0,0.987,0.035,False,CHEMBL206;CHEMBL2093866;CHEMBL3885521;CHEMBL4523681;CHEMBL4523713;CHEMBL4523721;CHEMBL4523726;CHEMBL4523754;CHEMBL6193788,CHEMBL206,CHEMBL206=7699;CHEMBL2093866=603;CHEMBL3885521=0;CHEMBL4523681=12;CHEMBL4523713=0;CHEMBL4523721=0;CHEMBL4523726=5;CHEMBL4523754=0;CHEMBL6193788=0,IC50,7699.0
MONDO_0005497,bone development disease,False,False,ENSG00000172572,PDE3A,0.6853,Q14432,True,,4.0,7L29,D,AMP,2.08,high,0.253,1473.0,0.903,0.121,False,CHEMBL2094125;CHEMBL2095153;CHEMBL2111400;CHEMBL2363066;CHEMBL241,CHEMBL2094125,CHEMBL2094125=1298;CHEMBL2095153=34;CHEMBL2111400=0;CHEMBL2363066=16;CHEMBL241=1065,IC50,1298.0
MONDO_0005497,bone development disease,False,False,ENSG00000160867,FGFR4,0.6633,P22455,True,,48.0,4UXQ,A,0LI,1.85,high,0.2681,286.0,0.919,0.075,False,CHEMBL2095217;CHEMBL3973;CHEMBL4804255;CHEMBL5291679,CHEMBL3973,CHEMBL2095217=289;CHEMBL3973=4779;CHEMBL4804255=0;CHEMBL5291679=0,IC50,4779.0
MONDO_0005497,bone development disease,False,False,ENSG00000004948,CALCR,0.6298,P30988,True,,3.0,6PFO,F,NAG,1.78,high,0.2136,984.0,0.972,0.064,False,CHEMBL1832;CHEMBL2111189;CHEMBL2111190;CHEMBL2364173,CHEMBL1832,CHEMBL1832=1058;CHEMBL2111189=0;CHEMBL2111190=148;CHEMBL2364173=0,IC50,1058.0
MONDO_0005497,bone development disease,False,False,ENSG00000111424,VDR,0.6242,P11473,True,,52.0,3B0T,A,MCZ,1.3,high,0.19897,254.0,0.914,0.069,False,CHEMBL1977;CHEMBL3885632;CHEMBL4748225,CHEMBL1977,CHEMBL1977=688;CHEMBL3885632=0;CHEMBL4748225=0,IC50,688.0
MONDO_0005497,bone development disease,False,False,ENSG00000140009,ESR2,0.6208,Q92731,True,,39.0,3OLL,A,EST,1.5,high,0.20809,489.0,0.994,0.02,False,CHEMBL2093866;CHEMBL242;CHEMBL5465555;CHEMBL6177909,CHEMBL242,CHEMBL2093866=603;CHEMBL242=3661;CHEMBL5465555=0;CHEMBL6177909=0,IC50,3661.0
MONDO_0005497,bone development disease,False,False,ENSG00000160752,FDPS,0.6118,P14324,True,,92.0,5CG5,A,RIS,1.402,high,0.2183,343.0,,,False,CHEMBL1782,CHEMBL1782,CHEMBL1782=742,IC50,742.0
MONDO_0005497,bone development disease,False,False,ENSG00000126261,UBA2,0.5818,Q9UBT2,True,,12.0,9QN5,B,ATP,1.97,high,0.24392,1642.0,0.925,0.086,False,CHEMBL1615389;CHEMBL2095174;CHEMBL3137290,CHEMBL2095174,CHEMBL1615389=0;CHEMBL2095174=803;CHEMBL3137290=113,IC50,803.0
MONDO_0005497,bone development disease,False,False,ENSG00000145675,PIK3R1,0.5667,P27986,True,,65.0,4JPS,A,1LT,2.2,high,0.2278,1226.0,0.963,0.064,False,CHEMBL2111367;CHEMBL2111432;CHEMBL2506;CHEMBL3038510;CHEMBL3559703;CHEMBL4296106,CHEMBL2111367,CHEMBL2111367=1539;CHEMBL2111432=1453;CHEMBL2506=334;CHEMBL3038510=772;CHEMBL3559703=429;CHEMBL4296106=1,IC50,1539.0
MONDO_0005497,bone development disease,False,False,ENSG00000162551,ALPL,0.5572,P05186,True,,3.0,7YIW,E,NAG,2.89,fallback,0.2304,3869.0,0.739,0.126,False,CHEMBL5979,CHEMBL5979,CHEMBL5979=1319,IC50,1319.0
MONDO_0005497,bone development disease,False,False,ENSG00000137601,NEK1,0.5203,Q96PY6,True,,2.0,4B9D,B,CK7,1.9,high,0.22153,585.0,0.92,0.098,False,CHEMBL4524130;CHEMBL5855,CHEMBL5855,CHEMBL4524130=0;CHEMBL5855=295,IC50,295.0
MONDO_0005497,bone development disease,False,False,ENSG00000168036,CTNNB1,0.5016,P35222,True,,30.0,6O9B,B,MES,2.2,high,0.2268,388.0,0.883,0.166,False,CHEMBL3038464;CHEMBL3038511;CHEMBL3885520;CHEMBL3885525;CHEMBL3885541;CHEMBL3885542;CHEMBL4665593;CHEMBL4888449;CHEMBL5291978;CHEMBL5866;CHEMBL6066542,CHEMBL3038511,CHEMBL3038464=0;CHEMBL3038511=549;CHEMBL3885520=0;CHEMBL3885525=327;CHEMBL3885541=43;CHEMBL3885542=6;CHEMBL4665593=1;CHEMBL4888449=5;CHEMBL5291978=0;CHEMBL5866=160;CHEMBL6066542=0,IC50,549.0
MONDO_0021353,tumor of uterus,False,False,ENSG00000141510,TP53,0.794,P04637,True,,150.0,6GGB,B,EPE,1.32,high,0.1612,396.0,0.751,0.188,False,CHEMBL1907611;CHEMBL2221344;CHEMBL3301383;CHEMBL3883306;CHEMBL3885543;CHEMBL3885544;CHEMBL3885545;CHEMBL4096;CHEMBL4879538;CHEMBL6066147;CHEMBL6066834,CHEMBL1907611,CHEMBL1907611=1820;CHEMBL2221344=83;CHEMBL3301383=1;CHEMBL3883306=0;CHEMBL3885543=10;CHEMBL3885544=10;CHEMBL3885545=1;CHEMBL4096=29;CHEMBL4879538=0;CHEMBL6066147=0;CHEMBL6066834=0,IC50,1820.0
MONDO_0021353,tumor of uterus,False,False,ENSG00000066468,FGFR2,0.7681,P21802,True,,53.0,2PVF,A,ACP,1.8,high,0.2652,292.0,0.939,0.089,False,CHEMBL2095217;CHEMBL2111434;CHEMBL4142;CHEMBL4802036;CHEMBL5291678;CHEMBL6066126,CHEMBL4142,CHEMBL2095217=289;CHEMBL2111434=0;CHEMBL4142=4796;CHEMBL4802036=0;CHEMBL5291678=0;CHEMBL6066126=0,IC50,4796.0
MONDO_0021353,tumor of uterus,False,False,ENSG00000145675,PIK3R1,0.7403,P27986,True,,65.0,4JPS,A,1LT,2.2,high,0.2278,1226.0,0.963,0.064,False,CHEMBL2111367;CHEMBL2111432;CHEMBL2506;CHEMBL3038510;CHEMBL3559703;CHEMBL4296106,CHEMBL2111367,CHEMBL2111367=1539;CHEMBL2111432=1453;CHEMBL2506=334;CHEMBL3038510=772;CHEMBL3559703=429;CHEMBL4296106=1,IC50,1539.0
